Angle, TimePerStep, Intensity
39.808726196, 10.160, 86.0
39.817081830, 10.160, 102.0
39.825437465, 10.160, 123.0
39.833793099, 10.160, 94.0
39.842148734, 10.160, 96.0
39.850504368, 10.160, 97.0
39.858860003, 10.160, 81.0
39.867215637, 10.160, 82.0
39.875571272, 10.160, 90.0
39.883926907, 10.160, 98.0
39.892282541, 10.160, 109.0
39.900638176, 10.160, 96.0
39.908993810, 10.160, 88.0
39.917349445, 10.160, 99.0
39.925705079, 10.160, 84.0
39.934060714, 10.160, 106.0
39.942416348, 10.160, 81.0
39.950771983, 10.160, 105.0
39.959127617, 10.160, 87.0
39.967483252, 10.160, 97.0
39.975838886, 10.160, 95.0
39.984194521, 10.160, 103.0
39.992550155, 10.160, 95.0
40.000905790, 10.160, 102.0
40.009261425, 10.160, 86.0
40.017617059, 10.160, 97.0
40.025972694, 10.160, 96.0
40.034328328, 10.160, 80.0
40.042683963, 10.160, 99.0
40.051039597, 10.160, 110.0
40.059395232, 10.160, 75.0
40.067750866, 10.160, 88.0
40.076106501, 10.160, 90.0
40.084462135, 10.160, 96.0
40.092817770, 10.160, 78.0
40.101173404, 10.160, 108.0
40.109529039, 10.160, 95.0
40.117884673, 10.160, 85.0
40.126240308, 10.160, 99.0
40.134595943, 10.160, 89.0
40.142951577, 10.160, 109.0
40.151307212, 10.160, 113.0
40.159662846, 10.160, 84.0
40.168018481, 10.160, 73.0
40.176374115, 10.160, 97.0
40.184729750, 10.160, 91.0
40.193085384, 10.160, 103.0
40.201441019, 10.160, 99.0
40.209796653, 10.160, 87.0
40.218152288, 10.160, 91.0
40.226507922, 10.160, 95.0
40.234863557, 10.160, 105.0
40.243219191, 10.160, 96.0
40.251574826, 10.160, 92.0
40.259930460, 10.160, 79.0
40.268286095, 10.160, 90.0
40.276641730, 10.160, 100.0
40.284997364, 10.160, 91.0
40.293352999, 10.160, 91.0
40.301708633, 10.160, 109.0
40.310064268, 10.160, 109.0
40.318419902, 10.160, 92.0
40.326775537, 10.160, 98.0
40.335131171, 10.160, 99.0
40.343486806, 10.160, 78.0
40.351842440, 10.160, 87.0
40.360198075, 10.160, 87.0
40.368553709, 10.160, 90.0
40.376909344, 10.160, 103.0
40.385264978, 10.160, 95.0
40.393620613, 10.160, 88.0
40.401976248, 10.160, 74.0
40.410331882, 10.160, 100.0
40.418687517, 10.160, 98.0
40.427043151, 10.160, 81.0
40.435398786, 10.160, 77.0
40.443754420, 10.160, 77.0
40.452110055, 10.160, 85.0
40.460465689, 10.160, 90.0
40.468821324, 10.160, 99.0
40.477176958, 10.160, 98.0
40.485532593, 10.160, 90.0
40.493888227, 10.160, 97.0
40.502243862, 10.160, 75.0
40.510599496, 10.160, 98.0
40.518955131, 10.160, 85.0
40.527310766, 10.160, 97.0
40.535666400, 10.160, 97.0
40.544022035, 10.160, 89.0
40.552377669, 10.160, 80.0
40.560733304, 10.160, 107.0
40.569088938, 10.160, 88.0
40.577444573, 10.160, 117.0
40.585800207, 10.160, 97.0
40.594155842, 10.160, 105.0
40.602511476, 10.160, 109.0
40.610867111, 10.160, 110.0
40.619222745, 10.160, 112.0
40.627578380, 10.160, 111.0
40.635934014, 10.160, 81.0
40.644289649, 10.160, 106.0
40.652645283, 10.160, 60.0
40.661000918, 10.160, 95.0
40.669356553, 10.160, 89.0
40.677712187, 10.160, 94.0
40.686067822, 10.160, 91.0
40.694423456, 10.160, 96.0
40.702779091, 10.160, 101.0
40.711134725, 10.160, 87.0
40.719490360, 10.160, 90.0
40.727845994, 10.160, 98.0
40.736201629, 10.160, 89.0
40.744557263, 10.160, 95.0
40.752912898, 10.160, 71.0
40.761268532, 10.160, 102.0
40.769624167, 10.160, 112.0
40.777979801, 10.160, 90.0
40.786335436, 10.160, 109.0
40.794691071, 10.160, 70.0
40.803046705, 10.160, 95.0
40.811402340, 10.160, 89.0
40.819757974, 10.160, 90.0
40.828113609, 10.160, 105.0
40.836469243, 10.160, 86.0
40.844824878, 10.160, 89.0
40.853180512, 10.160, 81.0
40.861536147, 10.160, 113.0
40.869891781, 10.160, 92.0
40.878247416, 10.160, 89.0
40.886603050, 10.160, 95.0
40.894958685, 10.160, 81.0
40.903314319, 10.160, 98.0
40.911669954, 10.160, 85.0
40.920025589, 10.160, 101.0
40.928381223, 10.160, 88.0
40.936736858, 10.160, 98.0
40.945092492, 10.160, 85.0
40.953448127, 10.160, 95.0
40.961803761, 10.160, 81.0
40.970159396, 10.160, 86.0
40.978515030, 10.160, 97.0
40.986870665, 10.160, 103.0
40.995226299, 10.160, 98.0
41.003581934, 10.160, 81.0
41.011937568, 10.160, 96.0
41.020293203, 10.160, 94.0
41.028648837, 10.160, 103.0
41.037004472, 10.160, 91.0
41.045360107, 10.160, 105.0
41.053715741, 10.160, 86.0
41.062071376, 10.160, 80.0
41.070427010, 10.160, 112.0
41.078782645, 10.160, 85.0
41.087138279, 10.160, 111.0
41.095493914, 10.160, 98.0
41.103849548, 10.160, 85.0
41.112205183, 10.160, 100.0
41.120560817, 10.160, 92.0
41.128916452, 10.160, 99.0
41.137272086, 10.160, 89.0
41.145627721, 10.160, 92.0
41.153983355, 10.160, 82.0
41.162338990, 10.160, 88.0
41.170694624, 10.160, 90.0
41.179050259, 10.160, 110.0
41.187405894, 10.160, 115.0
41.195761528, 10.160, 88.0
41.204117163, 10.160, 80.0
41.212472797, 10.160, 80.0
41.220828432, 10.160, 94.0
41.229184066, 10.160, 89.0
41.237539701, 10.160, 97.0
41.245895335, 10.160, 88.0
41.254250970, 10.160, 98.0
41.262606604, 10.160, 109.0
41.270962239, 10.160, 90.0
41.279317873, 10.160, 124.0
41.287673508, 10.160, 80.0
41.296029142, 10.160, 84.0
41.304384777, 10.160, 88.0
41.312740412, 10.160, 92.0
41.321096046, 10.160, 87.0
41.329451681, 10.160, 99.0
41.337807315, 10.160, 96.0
41.346162950, 10.160, 94.0
41.354518584, 10.160, 90.0
41.362874219, 10.160, 88.0
41.371229853, 10.160, 88.0
41.379585488, 10.160, 100.0
41.387941122, 10.160, 74.0
41.396296757, 10.160, 81.0
41.404652391, 10.160, 95.0
41.413008026, 10.160, 92.0
41.421363660, 10.160, 87.0
41.429719295, 10.160, 90.0
41.438074930, 10.160, 100.0
41.446430564, 10.160, 98.0
41.454786199, 10.160, 81.0
41.463141833, 10.160, 79.0
41.471497468, 10.160, 97.0
41.479853102, 10.160, 103.0
41.488208737, 10.160, 81.0
41.496564371, 10.160, 85.0
41.504920006, 10.160, 92.0
41.513275640, 10.160, 94.0
41.521631275, 10.160, 101.0
41.529986909, 10.160, 78.0
41.538342544, 10.160, 85.0
41.546698178, 10.160, 79.0
41.555053813, 10.160, 81.0
41.563409447, 10.160, 90.0
41.571765082, 10.160, 107.0
41.580120717, 10.160, 97.0
41.588476351, 10.160, 103.0
41.596831986, 10.160, 86.0
41.605187620, 10.160, 78.0
41.613543255, 10.160, 98.0
41.621898889, 10.160, 130.0
41.630254524, 10.160, 110.0
41.638610158, 10.160, 107.0
41.646965793, 10.160, 90.0
41.655321427, 10.160, 110.0
41.663677062, 10.160, 94.0
41.672032696, 10.160, 111.0
41.680388331, 10.160, 90.0
41.688743965, 10.160, 113.0
41.697099600, 10.160, 91.0
41.705455235, 10.160, 99.0
41.713810869, 10.160, 92.0
41.722166504, 10.160, 82.0
41.730522138, 10.160, 103.0
41.738877773, 10.160, 118.0
41.747233407, 10.160, 81.0
41.755589042, 10.160, 87.0
41.763944676, 10.160, 85.0
41.772300311, 10.160, 81.0
41.780655945, 10.160, 96.0
41.789011580, 10.160, 84.0
41.797367214, 10.160, 97.0
41.805722849, 10.160, 73.0
41.814078483, 10.160, 98.0
41.822434118, 10.160, 115.0
41.830789753, 10.160, 92.0
41.839145387, 10.160, 109.0
41.847501022, 10.160, 106.0
41.855856656, 10.160, 94.0
41.864212291, 10.160, 99.0
41.872567925, 10.160, 95.0
41.880923560, 10.160, 106.0
41.889279194, 10.160, 96.0
41.897634829, 10.160, 88.0
41.905990463, 10.160, 99.0
41.914346098, 10.160, 110.0
41.922701732, 10.160, 89.0
41.931057367, 10.160, 100.0
41.939413001, 10.160, 115.0
41.947768636, 10.160, 92.0
41.956124270, 10.160, 90.0
41.964479905, 10.160, 95.0
41.972835540, 10.160, 106.0
41.981191174, 10.160, 89.0
41.989546809, 10.160, 94.0
41.997902443, 10.160, 92.0
42.006258078, 10.160, 88.0
42.014613712, 10.160, 110.0
42.022969347, 10.160, 118.0
42.031324981, 10.160, 102.0
42.039680616, 10.160, 95.0
42.048036250, 10.160, 102.0
42.056391885, 10.160, 106.0
42.064747519, 10.160, 90.0
42.073103154, 10.160, 102.0
42.081458788, 10.160, 77.0
42.089814423, 10.160, 108.0
42.098170058, 10.160, 100.0
42.106525692, 10.160, 116.0
42.114881327, 10.160, 105.0
42.123236961, 10.160, 89.0
42.131592596, 10.160, 88.0
42.139948230, 10.160, 115.0
42.148303865, 10.160, 99.0
42.156659499, 10.160, 127.0
42.165015134, 10.160, 96.0
42.173370768, 10.160, 115.0
42.181726403, 10.160, 96.0
42.190082037, 10.160, 82.0
42.198437672, 10.160, 105.0
42.206793306, 10.160, 91.0
42.215148941, 10.160, 117.0
42.223504576, 10.160, 102.0
42.231860210, 10.160, 99.0
42.240215845, 10.160, 92.0
42.248571479, 10.160, 95.0
42.256927114, 10.160, 88.0
42.265282748, 10.160, 82.0
42.273638383, 10.160, 95.0
42.281994017, 10.160, 95.0
42.290349652, 10.160, 112.0
42.298705286, 10.160, 94.0
42.307060921, 10.160, 101.0
42.315416555, 10.160, 95.0
42.323772190, 10.160, 94.0
42.332127824, 10.160, 120.0
42.340483459, 10.160, 91.0
42.348839094, 10.160, 99.0
42.357194728, 10.160, 100.0
42.365550363, 10.160, 91.0
42.373905997, 10.160, 88.0
42.382261632, 10.160, 122.0
42.390617266, 10.160, 106.0
42.398972901, 10.160, 96.0
42.407328535, 10.160, 84.0
42.415684170, 10.160, 89.0
42.424039804, 10.160, 100.0
42.432395439, 10.160, 94.0
42.440751073, 10.160, 79.0
42.449106708, 10.160, 116.0
42.457462342, 10.160, 116.0
42.465817977, 10.160, 110.0
42.474173611, 10.160, 117.0
42.482529246, 10.160, 87.0
42.490884881, 10.160, 118.0
42.499240515, 10.160, 108.0
42.507596150, 10.160, 105.0
42.515951784, 10.160, 89.0
42.524307419, 10.160, 95.0
42.532663053, 10.160, 112.0
42.541018688, 10.160, 90.0
42.549374322, 10.160, 111.0
42.557729957, 10.160, 115.0
42.566085591, 10.160, 102.0
42.574441226, 10.160, 85.0
42.582796860, 10.160, 89.0
42.591152495, 10.160, 82.0
42.599508129, 10.160, 123.0
42.607863764, 10.160, 108.0
42.616219399, 10.160, 131.0
42.624575033, 10.160, 102.0
42.632930668, 10.160, 100.0
42.641286302, 10.160, 97.0
42.649641937, 10.160, 122.0
42.657997571, 10.160, 116.0
42.666353206, 10.160, 112.0
42.674708840, 10.160, 88.0
42.683064475, 10.160, 102.0
42.691420109, 10.160, 98.0
42.699775744, 10.160, 111.0
42.708131378, 10.160, 107.0
42.716487013, 10.160, 121.0
42.724842647, 10.160, 89.0
42.733198282, 10.160, 103.0
42.741553917, 10.160, 127.0
42.749909551, 10.160, 78.0
42.758265186, 10.160, 109.0
42.766620820, 10.160, 115.0
42.774976455, 10.160, 95.0
42.783332089, 10.160, 109.0
42.791687724, 10.160, 106.0
42.800043358, 10.160, 112.0
42.808398993, 10.160, 102.0
42.816754627, 10.160, 97.0
42.825110262, 10.160, 97.0
42.833465896, 10.160, 117.0
42.841821531, 10.160, 106.0
42.850177165, 10.160, 106.0
42.858532800, 10.160, 100.0
42.866888434, 10.160, 105.0
42.875244069, 10.160, 121.0
42.883599704, 10.160, 118.0
42.891955338, 10.160, 94.0
42.900310973, 10.160, 131.0
42.908666607, 10.160, 121.0
42.917022242, 10.160, 97.0
42.925377876, 10.160, 108.0
42.933733511, 10.160, 111.0
42.942089145, 10.160, 115.0
42.950444780, 10.160, 128.0
42.958800414, 10.160, 129.0
42.967156049, 10.160, 119.0
42.975511683, 10.160, 120.0
42.983867318, 10.160, 127.0
42.992222952, 10.160, 117.0
43.000578587, 10.160, 121.0
43.008934222, 10.160, 129.0
43.017289856, 10.160, 123.0
43.025645491, 10.160, 117.0
43.034001125, 10.160, 133.0
43.042356760, 10.160, 127.0
43.050712394, 10.160, 116.0
43.059068029, 10.160, 131.0
43.067423663, 10.160, 113.0
43.075779298, 10.160, 126.0
43.084134932, 10.160, 130.0
43.092490567, 10.160, 121.0
43.100846201, 10.160, 99.0
43.109201836, 10.160, 126.0
43.117557470, 10.160, 139.0
43.125913105, 10.160, 108.0
43.134268740, 10.160, 118.0
43.142624374, 10.160, 99.0
43.150980009, 10.160, 129.0
43.159335643, 10.160, 129.0
43.167691278, 10.160, 133.0
43.176046912, 10.160, 150.0
43.184402547, 10.160, 108.0
43.192758181, 10.160, 110.0
43.201113816, 10.160, 117.0
43.209469450, 10.160, 131.0
43.217825085, 10.160, 133.0
43.226180719, 10.160, 117.0
43.234536354, 10.160, 107.0
43.242891988, 10.160, 120.0
43.251247623, 10.160, 107.0
43.259603257, 10.160, 131.0
43.267958892, 10.160, 119.0
43.276314527, 10.160, 113.0
43.284670161, 10.160, 110.0
43.293025796, 10.160, 103.0
43.301381430, 10.160, 115.0
43.309737065, 10.160, 123.0
43.318092699, 10.160, 128.0
43.326448334, 10.160, 117.0
43.334803968, 10.160, 111.0
43.343159603, 10.160, 112.0
43.351515237, 10.160, 118.0
43.359870872, 10.160, 124.0
43.368226506, 10.160, 105.0
43.376582141, 10.160, 138.0
43.384937775, 10.160, 120.0
43.393293410, 10.160, 116.0
43.401649045, 10.160, 134.0
43.410004679, 10.160, 121.0
43.418360314, 10.160, 106.0
43.426715948, 10.160, 139.0
43.435071583, 10.160, 109.0
43.443427217, 10.160, 98.0
43.451782852, 10.160, 87.0
43.460138486, 10.160, 117.0
43.468494121, 10.160, 126.0
43.476849755, 10.160, 116.0
43.485205390, 10.160, 126.0
43.493561024, 10.160, 106.0
43.501916659, 10.160, 112.0
43.510272293, 10.160, 121.0
43.518627928, 10.160, 112.0
43.526983563, 10.160, 118.0
43.535339197, 10.160, 119.0
43.543694832, 10.160, 117.0
43.552050466, 10.160, 117.0
43.560406101, 10.160, 98.0
43.568761735, 10.160, 110.0
43.577117370, 10.160, 102.0
43.585473004, 10.160, 99.0
43.593828639, 10.160, 119.0
43.602184273, 10.160, 111.0
43.610539908, 10.160, 127.0
43.618895542, 10.160, 121.0
43.627251177, 10.160, 118.0
43.635606811, 10.160, 126.0
43.643962446, 10.160, 129.0
43.652318080, 10.160, 121.0
43.660673715, 10.160, 101.0
43.669029350, 10.160, 143.0
43.677384984, 10.160, 120.0
43.685740619, 10.160, 107.0
43.694096253, 10.160, 127.0
43.702451888, 10.160, 119.0
43.710807522, 10.160, 130.0
43.719163157, 10.160, 119.0
43.727518791, 10.160, 112.0
43.735874426, 10.160, 128.0
43.744230060, 10.160, 106.0
43.752585695, 10.160, 118.0
43.760941329, 10.160, 105.0
43.769296964, 10.160, 118.0
43.777652598, 10.160, 117.0
43.786008233, 10.160, 120.0
43.794363868, 10.160, 109.0
43.802719502, 10.160, 134.0
43.811075137, 10.160, 121.0
43.819430771, 10.160, 126.0
43.827786406, 10.160, 127.0
43.836142040, 10.160, 119.0
43.844497675, 10.160, 129.0
43.852853309, 10.160, 101.0
43.861208944, 10.160, 110.0
43.869564578, 10.160, 107.0
43.877920213, 10.160, 120.0
43.886275847, 10.160, 81.0
43.894631482, 10.160, 102.0
43.902987116, 10.160, 109.0
43.911342751, 10.160, 119.0
43.919698386, 10.160, 110.0
43.928054020, 10.160, 112.0
43.936409655, 10.160, 117.0
43.944765289, 10.160, 108.0
43.953120924, 10.160, 117.0
43.961476558, 10.160, 143.0
43.969832193, 10.160, 115.0
43.978187827, 10.160, 117.0
43.986543462, 10.160, 121.0
43.994899096, 10.160, 112.0
44.003254731, 10.160, 118.0
44.011610365, 10.160, 108.0
44.019966000, 10.160, 106.0
44.028321634, 10.160, 99.0
44.036677269, 10.160, 109.0
44.045032904, 10.160, 110.0
44.053388538, 10.160, 127.0
44.061744173, 10.160, 139.0
44.070099807, 10.160, 140.0
44.078455442, 10.160, 117.0
44.086811076, 10.160, 110.0
44.095166711, 10.160, 132.0
44.103522345, 10.160, 103.0
44.111877980, 10.160, 126.0
44.120233614, 10.160, 117.0
44.128589249, 10.160, 101.0
44.136944883, 10.160, 112.0
44.145300518, 10.160, 95.0
44.153656152, 10.160, 139.0
44.162011787, 10.160, 115.0
44.170367421, 10.160, 112.0
44.178723056, 10.160, 102.0
44.187078691, 10.160, 124.0
44.195434325, 10.160, 106.0
44.203789960, 10.160, 115.0
44.212145594, 10.160, 128.0
44.220501229, 10.160, 131.0
44.228856863, 10.160, 120.0
44.237212498, 10.160, 137.0
44.245568132, 10.160, 121.0
44.253923767, 10.160, 116.0
44.262279401, 10.160, 124.0
44.270635036, 10.160, 100.0
44.278990670, 10.160, 118.0
44.287346305, 10.160, 102.0
44.295701939, 10.160, 123.0
44.304057574, 10.160, 118.0
44.312413209, 10.160, 121.0
44.320768843, 10.160, 128.0
44.329124478, 10.160, 133.0
44.337480112, 10.160, 126.0
44.345835747, 10.160, 129.0
44.354191381, 10.160, 71.0
44.362547016, 10.160, 109.0
44.370902650, 10.160, 106.0
44.379258285, 10.160, 110.0
44.387613919, 10.160, 110.0
44.395969554, 10.160, 109.0
44.404325188, 10.160, 115.0
44.412680823, 10.160, 112.0
44.421036457, 10.160, 106.0
44.429392092, 10.160, 121.0
44.437747727, 10.160, 126.0
44.446103361, 10.160, 120.0
44.454458996, 10.160, 110.0
44.462814630, 10.160, 129.0
44.471170265, 10.160, 117.0
44.479525899, 10.160, 108.0
44.487881534, 10.160, 113.0
44.496237168, 10.160, 126.0
44.504592803, 10.160, 109.0
44.512948437, 10.160, 116.0
44.521304072, 10.160, 105.0
44.529659706, 10.160, 134.0
44.538015341, 10.160, 124.0
44.546370975, 10.160, 120.0
44.554726610, 10.160, 110.0
44.563082244, 10.160, 116.0
44.571437879, 10.160, 96.0
44.579793514, 10.160, 103.0
44.588149148, 10.160, 124.0
44.596504783, 10.160, 107.0
44.604860417, 10.160, 103.0
44.613216052, 10.160, 128.0
44.621571686, 10.160, 130.0
44.629927321, 10.160, 128.0
44.638282955, 10.160, 117.0
44.646638590, 10.160, 128.0
44.654994224, 10.160, 117.0
44.663349859, 10.160, 111.0
44.671705493, 10.160, 113.0
44.680061128, 10.160, 102.0
44.688416762, 10.160, 112.0
44.696772397, 10.160, 106.0
44.705128032, 10.160, 119.0
44.713483666, 10.160, 106.0
44.721839301, 10.160, 108.0
44.730194935, 10.160, 108.0
44.738550570, 10.160, 109.0
44.746906204, 10.160, 105.0
44.755261839, 10.160, 80.0
44.763617473, 10.160, 106.0
44.771973108, 10.160, 123.0
44.780328742, 10.160, 110.0
44.788684377, 10.160, 129.0
44.797040011, 10.160, 134.0
44.805395646, 10.160, 118.0
44.813751280, 10.160, 115.0
44.822106915, 10.160, 111.0
44.830462550, 10.160, 131.0
44.838818184, 10.160, 127.0
44.847173819, 10.160, 134.0
44.855529453, 10.160, 100.0
44.863885088, 10.160, 112.0
44.872240722, 10.160, 126.0
44.880596357, 10.160, 119.0
44.888951991, 10.160, 95.0
44.897307626, 10.160, 128.0
44.905663260, 10.160, 143.0
44.914018895, 10.160, 113.0
44.922374529, 10.160, 115.0
44.930730164, 10.160, 129.0
44.939085798, 10.160, 105.0
44.947441433, 10.160, 106.0
44.955797067, 10.160, 92.0
44.964152702, 10.160, 122.0
44.972508337, 10.160, 119.0
44.980863971, 10.160, 126.0
44.989219606, 10.160, 150.0
44.997575240, 10.160, 112.0
45.005930875, 10.160, 109.0
45.014286509, 10.160, 99.0
45.022642144, 10.160, 129.0
45.030997778, 10.160, 110.0
45.039353413, 10.160, 110.0
45.047709047, 10.160, 140.0
45.056064682, 10.160, 113.0
45.064420316, 10.160, 109.0
45.072775951, 10.160, 122.0
45.081131585, 10.160, 115.0
45.089487220, 10.160, 127.0
45.097842855, 10.160, 109.0
45.106198489, 10.160, 119.0
45.114554124, 10.160, 124.0
45.122909758, 10.160, 106.0
45.131265393, 10.160, 106.0
45.139621027, 10.160, 109.0
45.147976662, 10.160, 134.0
45.156332296, 10.160, 127.0
45.164687931, 10.160, 122.0
45.173043565, 10.160, 128.0
45.181399200, 10.160, 85.0
45.189754834, 10.160, 128.0
45.198110469, 10.160, 146.0
45.206466103, 10.160, 148.0
45.214821738, 10.160, 139.0
45.223177373, 10.160, 129.0
45.231533007, 10.160, 138.0
45.239888642, 10.160, 137.0
45.248244276, 10.160, 116.0
45.256599911, 10.160, 121.0
45.264955545, 10.160, 124.0
45.273311180, 10.160, 122.0
45.281666814, 10.160, 111.0
45.290022449, 10.160, 120.0
45.298378083, 10.160, 101.0
45.306733718, 10.160, 120.0
45.315089352, 10.160, 120.0
45.323444987, 10.160, 101.0
45.331800621, 10.160, 137.0
45.340156256, 10.160, 127.0
45.348511891, 10.160, 141.0
45.356867525, 10.160, 121.0
45.365223160, 10.160, 137.0
45.373578794, 10.160, 142.0
45.381934429, 10.160, 126.0
45.390290063, 10.160, 126.0
45.398645698, 10.160, 129.0
45.407001332, 10.160, 130.0
45.415356967, 10.160, 119.0
45.423712601, 10.160, 129.0
45.432068236, 10.160, 106.0
45.440423870, 10.160, 153.0
45.448779505, 10.160, 123.0
45.457135139, 10.160, 137.0
45.465490774, 10.160, 116.0
45.473846408, 10.160, 138.0
45.482202043, 10.160, 127.0
45.490557678, 10.160, 141.0
45.498913312, 10.160, 134.0
45.507268947, 10.160, 131.0
45.515624581, 10.160, 142.0
45.523980216, 10.160, 138.0
45.532335850, 10.160, 128.0
45.540691485, 10.160, 131.0
45.549047119, 10.160, 122.0
45.557402754, 10.160, 121.0
45.565758388, 10.160, 139.0
45.574114023, 10.160, 146.0
45.582469657, 10.160, 153.0
45.590825292, 10.160, 128.0
45.599180926, 10.160, 143.0
45.607536561, 10.160, 182.0
45.615892196, 10.160, 159.0
45.624247830, 10.160, 154.0
45.632603465, 10.160, 136.0
45.640959099, 10.160, 149.0
45.649314734, 10.160, 131.0
45.657670368, 10.160, 142.0
45.666026003, 10.160, 149.0
45.674381637, 10.160, 151.0
45.682737272, 10.160, 128.0
45.691092906, 10.160, 157.0
45.699448541, 10.160, 138.0
45.707804175, 10.160, 148.0
45.716159810, 10.160, 175.0
45.724515444, 10.160, 158.0
45.732871079, 10.160, 162.0
45.741226714, 10.160, 147.0
45.749582348, 10.160, 164.0
45.757937983, 10.160, 168.0
45.766293617, 10.160, 159.0
45.774649252, 10.160, 176.0
45.783004886, 10.160, 164.0
45.791360521, 10.160, 169.0
45.799716155, 10.160, 169.0
45.808071790, 10.160, 179.0
45.816427424, 10.160, 169.0
45.824783059, 10.160, 195.0
45.833138693, 10.160, 162.0
45.841494328, 10.160, 161.0
45.849849962, 10.160, 197.0
45.858205597, 10.160, 180.0
45.866561231, 10.160, 174.0
45.874916866, 10.160, 199.0
45.883272501, 10.160, 170.0
45.891628135, 10.160, 191.0
45.899983770, 10.160, 182.0
45.908339404, 10.160, 197.0
45.916695039, 10.160, 203.0
45.925050673, 10.160, 168.0
45.933406308, 10.160, 190.0
45.941761942, 10.160, 186.0
45.950117577, 10.160, 203.0
45.958473211, 10.160, 228.0
45.966828846, 10.160, 201.0
45.975184480, 10.160, 210.0
45.983540115, 10.160, 209.0
45.991895749, 10.160, 220.0
46.000251384, 10.160, 256.0
46.008607019, 10.160, 227.0
46.016962653, 10.160, 245.0
46.025318288, 10.160, 222.0
46.033673922, 10.160, 241.0
46.042029557, 10.160, 274.0
46.050385191, 10.160, 231.0
46.058740826, 10.160, 233.0
46.067096460, 10.160, 258.0
46.075452095, 10.160, 275.0
46.083807729, 10.160, 228.0
46.092163364, 10.160, 254.0
46.100518998, 10.160, 258.0
46.108874633, 10.160, 245.0
46.117230267, 10.160, 251.0
46.125585902, 10.160, 290.0
46.133941537, 10.160, 249.0
46.142297171, 10.160, 248.0
46.150652806, 10.160, 261.0
46.159008440, 10.160, 259.0
46.167364075, 10.160, 272.0
46.175719709, 10.160, 287.0
46.184075344, 10.160, 258.0
46.192430978, 10.160, 238.0
46.200786613, 10.160, 285.0
46.209142247, 10.160, 247.0
46.217497882, 10.160, 266.0
46.225853516, 10.160, 275.0
46.234209151, 10.160, 285.0
46.242564785, 10.160, 284.0
46.250920420, 10.160, 295.0
46.259276054, 10.160, 286.0
46.267631689, 10.160, 282.0
46.275987324, 10.160, 288.0
46.284342958, 10.160, 288.0
46.292698593, 10.160, 294.0
46.301054227, 10.160, 280.0
46.309409862, 10.160, 294.0
46.317765496, 10.160, 325.0
46.326121131, 10.160, 288.0
46.334476765, 10.160, 349.0
46.342832400, 10.160, 355.0
46.351188034, 10.160, 308.0
46.359543669, 10.160, 292.0
46.367899303, 10.160, 313.0
46.376254938, 10.160, 315.0
46.384610572, 10.160, 316.0
46.392966207, 10.160, 278.0
46.401321842, 10.160, 307.0
46.409677476, 10.160, 301.0
46.418033111, 10.160, 311.0
46.426388745, 10.160, 352.0
46.434744380, 10.160, 359.0
46.443100014, 10.160, 324.0
46.451455649, 10.160, 343.0
46.459811283, 10.160, 343.0
46.468166918, 10.160, 306.0
46.476522552, 10.160, 340.0
46.484878187, 10.160, 318.0
46.493233821, 10.160, 315.0
46.501589456, 10.160, 325.0
46.509945090, 10.160, 301.0
46.518300725, 10.160, 318.0
46.526656360, 10.160, 326.0
46.535011994, 10.160, 340.0
46.543367629, 10.160, 292.0
46.551723263, 10.160, 301.0
46.560078898, 10.160, 331.0
46.568434532, 10.160, 253.0
46.576790167, 10.160, 304.0
46.585145801, 10.160, 274.0
46.593501436, 10.160, 295.0
46.601857070, 10.160, 274.0
46.610212705, 10.160, 258.0
46.618568339, 10.160, 266.0
46.626923974, 10.160, 263.0
46.635279608, 10.160, 266.0
46.643635243, 10.160, 241.0
46.651990877, 10.160, 234.0
46.660346512, 10.160, 214.0
46.668702147, 10.160, 215.0
46.677057781, 10.160, 205.0
46.685413416, 10.160, 194.0
46.693769050, 10.160, 205.0
46.702124685, 10.160, 185.0
46.710480319, 10.160, 179.0
46.718835954, 10.160, 181.0
46.727191588, 10.160, 183.0
46.735547223, 10.160, 174.0
46.743902857, 10.160, 160.0
46.752258492, 10.160, 197.0
46.760614126, 10.160, 169.0
46.768969761, 10.160, 147.0
46.777325395, 10.160, 164.0
46.785681030, 10.160, 149.0
46.794036665, 10.160, 139.0
46.802392299, 10.160, 143.0
46.810747934, 10.160, 179.0
46.819103568, 10.160, 153.0
46.827459203, 10.160, 144.0
46.835814837, 10.160, 137.0
46.844170472, 10.160, 155.0
46.852526106, 10.160, 137.0
46.860881741, 10.160, 142.0
46.869237375, 10.160, 127.0
46.877593010, 10.160, 141.0
46.885948644, 10.160, 140.0
46.894304279, 10.160, 117.0
46.902659913, 10.160, 138.0
46.911015548, 10.160, 123.0
46.919371183, 10.160, 113.0
46.927726817, 10.160, 126.0
46.936082452, 10.160, 112.0
46.944438086, 10.160, 132.0
46.952793721, 10.160, 120.0
46.961149355, 10.160, 129.0
46.969504990, 10.160, 129.0
46.977860624, 10.160, 123.0
46.986216259, 10.160, 124.0
46.994571893, 10.160, 108.0
47.002927528, 10.160, 96.0
47.011283162, 10.160, 111.0
47.019638797, 10.160, 116.0
47.027994431, 10.160, 121.0
47.036350066, 10.160, 122.0
47.044705701, 10.160, 107.0
47.053061335, 10.160, 116.0
47.061416970, 10.160, 117.0
47.069772604, 10.160, 115.0
47.078128239, 10.160, 105.0
47.086483873, 10.160, 102.0
47.094839508, 10.160, 115.0
47.103195142, 10.160, 132.0
