Angle, TimePerStep, Intensity
25.829749624, 10.160, 71.0
25.838105258, 10.160, 84.0
25.846460893, 10.160, 79.0
25.854816527, 10.160, 60.0
25.863172162, 10.160, 68.0
25.871527796, 10.160, 74.0
25.879883431, 10.160, 73.0
25.888239065, 10.160, 61.0
25.896594700, 10.160, 78.0
25.904950334, 10.160, 74.0
25.913305969, 10.160, 69.0
25.921661604, 10.160, 65.0
25.930017238, 10.160, 71.0
25.938372873, 10.160, 67.0
25.946728507, 10.160, 88.0
25.955084142, 10.160, 74.0
25.963439776, 10.160, 59.0
25.971795411, 10.160, 73.0
25.980151045, 10.160, 68.0
25.988506680, 10.160, 65.0
25.996862314, 10.160, 78.0
26.005217949, 10.160, 61.0
26.013573583, 10.160, 87.0
26.021929218, 10.160, 70.0
26.030284852, 10.160, 75.0
26.038640487, 10.160, 79.0
26.046996122, 10.160, 71.0
26.055351756, 10.160, 63.0
26.063707391, 10.160, 79.0
26.072063025, 10.160, 70.0
26.080418660, 10.160, 79.0
26.088774294, 10.160, 71.0
26.097129929, 10.160, 77.0
26.105485563, 10.160, 70.0
26.113841198, 10.160, 81.0
26.122196832, 10.160, 75.0
26.130552467, 10.160, 64.0
26.138908101, 10.160, 61.0
26.147263736, 10.160, 56.0
26.155619370, 10.160, 71.0
26.163975005, 10.160, 74.0
26.172330639, 10.160, 78.0
26.180686274, 10.160, 61.0
26.189041909, 10.160, 63.0
26.197397543, 10.160, 65.0
26.205753178, 10.160, 82.0
26.214108812, 10.160, 86.0
26.222464447, 10.160, 60.0
26.230820081, 10.160, 73.0
26.239175716, 10.160, 71.0
26.247531350, 10.160, 50.0
26.255886985, 10.160, 86.0
26.264242619, 10.160, 75.0
26.272598254, 10.160, 89.0
26.280953888, 10.160, 75.0
26.289309523, 10.160, 70.0
26.297665157, 10.160, 67.0
26.306020792, 10.160, 87.0
26.314376427, 10.160, 69.0
26.322732061, 10.160, 66.0
26.331087696, 10.160, 77.0
26.339443330, 10.160, 71.0
26.347798965, 10.160, 77.0
26.356154599, 10.160, 79.0
26.364510234, 10.160, 66.0
26.372865868, 10.160, 84.0
26.381221503, 10.160, 76.0
26.389577137, 10.160, 63.0
26.397932772, 10.160, 76.0
26.406288406, 10.160, 65.0
26.414644041, 10.160, 68.0
26.422999675, 10.160, 81.0
26.431355310, 10.160, 57.0
26.439710945, 10.160, 70.0
26.448066579, 10.160, 70.0
26.456422214, 10.160, 69.0
26.464777848, 10.160, 80.0
26.473133483, 10.160, 57.0
26.481489117, 10.160, 65.0
26.489844752, 10.160, 69.0
26.498200386, 10.160, 79.0
26.506556021, 10.160, 66.0
26.514911655, 10.160, 82.0
26.523267290, 10.160, 73.0
26.531622924, 10.160, 67.0
26.539978559, 10.160, 86.0
26.548334193, 10.160, 65.0
26.556689828, 10.160, 60.0
26.565045462, 10.160, 66.0
26.573401097, 10.160, 64.0
26.581756732, 10.160, 75.0
26.590112366, 10.160, 64.0
26.598468001, 10.160, 57.0
26.606823635, 10.160, 95.0
26.615179270, 10.160, 82.0
26.623534904, 10.160, 66.0
26.631890539, 10.160, 65.0
26.640246173, 10.160, 66.0
26.648601808, 10.160, 64.0
26.656957442, 10.160, 92.0
26.665313077, 10.160, 76.0
26.673668711, 10.160, 66.0
26.682024346, 10.160, 71.0
26.690379980, 10.160, 67.0
26.698735615, 10.160, 75.0
26.707091250, 10.160, 63.0
26.715446884, 10.160, 78.0
26.723802519, 10.160, 63.0
26.732158153, 10.160, 63.0
26.740513788, 10.160, 82.0
26.748869422, 10.160, 73.0
26.757225057, 10.160, 65.0
26.765580691, 10.160, 75.0
26.773936326, 10.160, 76.0
26.782291960, 10.160, 56.0
26.790647595, 10.160, 71.0
26.799003229, 10.160, 54.0
26.807358864, 10.160, 95.0
26.815714498, 10.160, 68.0
26.824070133, 10.160, 59.0
26.832425768, 10.160, 75.0
26.840781402, 10.160, 63.0
26.849137037, 10.160, 73.0
26.857492671, 10.160, 85.0
26.865848306, 10.160, 85.0
26.874203940, 10.160, 76.0
26.882559575, 10.160, 69.0
26.890915209, 10.160, 69.0
26.899270844, 10.160, 67.0
26.907626478, 10.160, 71.0
26.915982113, 10.160, 80.0
26.924337747, 10.160, 84.0
26.932693382, 10.160, 81.0
26.941049016, 10.160, 94.0
26.949404651, 10.160, 66.0
26.957760285, 10.160, 78.0
26.966115920, 10.160, 64.0
26.974471555, 10.160, 66.0
26.982827189, 10.160, 60.0
26.991182824, 10.160, 95.0
26.999538458, 10.160, 61.0
27.007894093, 10.160, 88.0
27.016249727, 10.160, 57.0
27.024605362, 10.160, 70.0
27.032960996, 10.160, 67.0
27.041316631, 10.160, 76.0
27.049672265, 10.160, 70.0
27.058027900, 10.160, 79.0
27.066383534, 10.160, 86.0
27.074739169, 10.160, 60.0
27.083094803, 10.160, 75.0
27.091450438, 10.160, 64.0
27.099806073, 10.160, 71.0
27.108161707, 10.160, 77.0
27.116517342, 10.160, 73.0
27.124872976, 10.160, 70.0
27.133228611, 10.160, 74.0
27.141584245, 10.160, 64.0
27.149939880, 10.160, 79.0
27.158295514, 10.160, 66.0
27.166651149, 10.160, 92.0
27.175006783, 10.160, 78.0
27.183362418, 10.160, 89.0
27.191718052, 10.160, 78.0
27.200073687, 10.160, 73.0
27.208429321, 10.160, 82.0
27.216784956, 10.160, 60.0
27.225140591, 10.160, 86.0
27.233496225, 10.160, 66.0
27.241851860, 10.160, 87.0
27.250207494, 10.160, 74.0
27.258563129, 10.160, 90.0
27.266918763, 10.160, 53.0
27.275274398, 10.160, 81.0
27.283630032, 10.160, 70.0
27.291985667, 10.160, 73.0
27.300341301, 10.160, 78.0
27.308696936, 10.160, 79.0
27.317052570, 10.160, 80.0
27.325408205, 10.160, 68.0
27.333763839, 10.160, 75.0
27.342119474, 10.160, 73.0
27.350475109, 10.160, 84.0
27.358830743, 10.160, 78.0
27.367186378, 10.160, 66.0
27.375542012, 10.160, 85.0
27.383897647, 10.160, 69.0
27.392253281, 10.160, 84.0
27.400608916, 10.160, 57.0
27.408964550, 10.160, 71.0
27.417320185, 10.160, 74.0
27.425675819, 10.160, 77.0
27.434031454, 10.160, 81.0
27.442387088, 10.160, 75.0
27.450742723, 10.160, 84.0
27.459098357, 10.160, 102.0
27.467453992, 10.160, 74.0
27.475809626, 10.160, 78.0
27.484165261, 10.160, 82.0
27.492520896, 10.160, 67.0
27.500876530, 10.160, 78.0
27.509232165, 10.160, 79.0
27.517587799, 10.160, 54.0
27.525943434, 10.160, 69.0
27.534299068, 10.160, 67.0
27.542654703, 10.160, 65.0
27.551010337, 10.160, 67.0
27.559365972, 10.160, 69.0
27.567721606, 10.160, 79.0
27.576077241, 10.160, 81.0
27.584432875, 10.160, 75.0
27.592788510, 10.160, 94.0
27.601144144, 10.160, 80.0
27.609499779, 10.160, 78.0
27.617855414, 10.160, 96.0
27.626211048, 10.160, 80.0
27.634566683, 10.160, 79.0
27.642922317, 10.160, 81.0
27.651277952, 10.160, 77.0
27.659633586, 10.160, 79.0
27.667989221, 10.160, 67.0
27.676344855, 10.160, 94.0
27.684700490, 10.160, 80.0
27.693056124, 10.160, 78.0
27.701411759, 10.160, 70.0
27.709767393, 10.160, 79.0
27.718123028, 10.160, 76.0
27.726478662, 10.160, 78.0
27.734834297, 10.160, 76.0
27.743189932, 10.160, 90.0
27.751545566, 10.160, 75.0
27.759901201, 10.160, 56.0
27.768256835, 10.160, 85.0
27.776612470, 10.160, 70.0
27.784968104, 10.160, 74.0
27.793323739, 10.160, 89.0
27.801679373, 10.160, 77.0
27.810035008, 10.160, 78.0
27.818390642, 10.160, 77.0
27.826746277, 10.160, 79.0
27.835101911, 10.160, 81.0
27.843457546, 10.160, 73.0
27.851813180, 10.160, 71.0
27.860168815, 10.160, 91.0
27.868524449, 10.160, 85.0
27.876880084, 10.160, 89.0
27.885235719, 10.160, 80.0
27.893591353, 10.160, 81.0
27.901946988, 10.160, 81.0
27.910302622, 10.160, 76.0
27.918658257, 10.160, 87.0
27.927013891, 10.160, 90.0
27.935369526, 10.160, 96.0
27.943725160, 10.160, 81.0
27.952080795, 10.160, 70.0
27.960436429, 10.160, 84.0
27.968792064, 10.160, 86.0
27.977147698, 10.160, 64.0
27.985503333, 10.160, 94.0
27.993858967, 10.160, 67.0
28.002214602, 10.160, 75.0
28.010570237, 10.160, 101.0
28.018925871, 10.160, 75.0
28.027281506, 10.160, 80.0
28.035637140, 10.160, 92.0
28.043992775, 10.160, 71.0
28.052348409, 10.160, 91.0
28.060704044, 10.160, 89.0
28.069059678, 10.160, 94.0
28.077415313, 10.160, 99.0
28.085770947, 10.160, 88.0
28.094126582, 10.160, 80.0
28.102482216, 10.160, 90.0
28.110837851, 10.160, 81.0
28.119193485, 10.160, 67.0
28.127549120, 10.160, 74.0
28.135904755, 10.160, 94.0
28.144260389, 10.160, 82.0
28.152616024, 10.160, 79.0
28.160971658, 10.160, 86.0
28.169327293, 10.160, 79.0
28.177682927, 10.160, 87.0
28.186038562, 10.160, 75.0
28.194394196, 10.160, 99.0
28.202749831, 10.160, 69.0
28.211105465, 10.160, 73.0
28.219461100, 10.160, 88.0
28.227816734, 10.160, 88.0
28.236172369, 10.160, 76.0
28.244528003, 10.160, 88.0
28.252883638, 10.160, 74.0
28.261239272, 10.160, 71.0
28.269594907, 10.160, 86.0
28.277950542, 10.160, 81.0
28.286306176, 10.160, 81.0
28.294661811, 10.160, 90.0
28.303017445, 10.160, 73.0
28.311373080, 10.160, 92.0
28.319728714, 10.160, 88.0
28.328084349, 10.160, 89.0
28.336439983, 10.160, 92.0
28.344795618, 10.160, 73.0
28.353151252, 10.160, 68.0
28.361506887, 10.160, 89.0
28.369862521, 10.160, 82.0
28.378218156, 10.160, 87.0
28.386573790, 10.160, 89.0
28.394929425, 10.160, 75.0
28.403285060, 10.160, 90.0
28.411640694, 10.160, 79.0
28.419996329, 10.160, 79.0
28.428351963, 10.160, 91.0
28.436707598, 10.160, 101.0
28.445063232, 10.160, 74.0
28.453418867, 10.160, 91.0
28.461774501, 10.160, 87.0
28.470130136, 10.160, 74.0
28.478485770, 10.160, 91.0
28.486841405, 10.160, 82.0
28.495197039, 10.160, 98.0
28.503552674, 10.160, 81.0
28.511908308, 10.160, 80.0
28.520263943, 10.160, 82.0
28.528619578, 10.160, 90.0
28.536975212, 10.160, 89.0
28.545330847, 10.160, 89.0
28.553686481, 10.160, 78.0
28.562042116, 10.160, 89.0
28.570397750, 10.160, 86.0
28.578753385, 10.160, 87.0
28.587109019, 10.160, 80.0
28.595464654, 10.160, 90.0
28.603820288, 10.160, 100.0
28.612175923, 10.160, 90.0
28.620531557, 10.160, 102.0
28.628887192, 10.160, 85.0
28.637242826, 10.160, 92.0
28.645598461, 10.160, 90.0
28.653954095, 10.160, 89.0
28.662309730, 10.160, 86.0
28.670665365, 10.160, 81.0
28.679020999, 10.160, 99.0
28.687376634, 10.160, 79.0
28.695732268, 10.160, 95.0
28.704087903, 10.160, 103.0
28.712443537, 10.160, 98.0
28.720799172, 10.160, 87.0
28.729154806, 10.160, 106.0
28.737510441, 10.160, 84.0
28.745866075, 10.160, 95.0
28.754221710, 10.160, 107.0
28.762577344, 10.160, 95.0
28.770932979, 10.160, 95.0
28.779288613, 10.160, 87.0
28.787644248, 10.160, 100.0
28.795999883, 10.160, 81.0
28.804355517, 10.160, 82.0
28.812711152, 10.160, 63.0
28.821066786, 10.160, 102.0
28.829422421, 10.160, 82.0
28.837778055, 10.160, 100.0
28.846133690, 10.160, 87.0
28.854489324, 10.160, 85.0
28.862844959, 10.160, 115.0
28.871200593, 10.160, 105.0
28.879556228, 10.160, 96.0
28.887911862, 10.160, 92.0
28.896267497, 10.160, 94.0
28.904623131, 10.160, 89.0
28.912978766, 10.160, 99.0
28.921334401, 10.160, 99.0
28.929690035, 10.160, 92.0
28.938045670, 10.160, 91.0
28.946401304, 10.160, 105.0
28.954756939, 10.160, 97.0
28.963112573, 10.160, 97.0
28.971468208, 10.160, 110.0
28.979823842, 10.160, 97.0
28.988179477, 10.160, 84.0
28.996535111, 10.160, 92.0
29.004890746, 10.160, 94.0
29.013246380, 10.160, 109.0
29.021602015, 10.160, 111.0
29.029957649, 10.160, 118.0
29.038313284, 10.160, 81.0
29.046668919, 10.160, 107.0
29.055024553, 10.160, 102.0
29.063380188, 10.160, 88.0
29.071735822, 10.160, 111.0
29.080091457, 10.160, 108.0
29.088447091, 10.160, 97.0
29.096802726, 10.160, 85.0
29.105158360, 10.160, 106.0
29.113513995, 10.160, 85.0
29.121869629, 10.160, 92.0
29.130225264, 10.160, 102.0
29.138580898, 10.160, 99.0
29.146936533, 10.160, 97.0
29.155292167, 10.160, 92.0
29.163647802, 10.160, 100.0
29.172003436, 10.160, 96.0
29.180359071, 10.160, 96.0
29.188714706, 10.160, 88.0
29.197070340, 10.160, 107.0
29.205425975, 10.160, 106.0
29.213781609, 10.160, 105.0
29.222137244, 10.160, 107.0
29.230492878, 10.160, 100.0
29.238848513, 10.160, 113.0
29.247204147, 10.160, 96.0
29.255559782, 10.160, 108.0
29.263915416, 10.160, 99.0
29.272271051, 10.160, 119.0
29.280626685, 10.160, 103.0
29.288982320, 10.160, 87.0
29.297337954, 10.160, 90.0
29.305693589, 10.160, 89.0
29.314049224, 10.160, 98.0
29.322404858, 10.160, 97.0
29.330760493, 10.160, 97.0
29.339116127, 10.160, 107.0
29.347471762, 10.160, 107.0
29.355827396, 10.160, 99.0
29.364183031, 10.160, 134.0
29.372538665, 10.160, 105.0
29.380894300, 10.160, 101.0
29.389249934, 10.160, 101.0
29.397605569, 10.160, 106.0
29.405961203, 10.160, 100.0
29.414316838, 10.160, 126.0
29.422672472, 10.160, 98.0
29.431028107, 10.160, 101.0
29.439383742, 10.160, 91.0
29.447739376, 10.160, 92.0
29.456095011, 10.160, 109.0
29.464450645, 10.160, 132.0
29.472806280, 10.160, 113.0
29.481161914, 10.160, 121.0
29.489517549, 10.160, 109.0
29.497873183, 10.160, 105.0
29.506228818, 10.160, 124.0
29.514584452, 10.160, 92.0
29.522940087, 10.160, 120.0
29.531295721, 10.160, 107.0
29.539651356, 10.160, 109.0
29.548006990, 10.160, 127.0
29.556362625, 10.160, 102.0
29.564718259, 10.160, 108.0
29.573073894, 10.160, 102.0
29.581429529, 10.160, 105.0
29.589785163, 10.160, 113.0
29.598140798, 10.160, 105.0
29.606496432, 10.160, 110.0
29.614852067, 10.160, 118.0
29.623207701, 10.160, 116.0
29.631563336, 10.160, 108.0
29.639918970, 10.160, 117.0
29.648274605, 10.160, 119.0
29.656630239, 10.160, 123.0
29.664985874, 10.160, 111.0
29.673341508, 10.160, 105.0
29.681697143, 10.160, 126.0
29.690052777, 10.160, 106.0
29.698408412, 10.160, 131.0
29.706764047, 10.160, 131.0
29.715119681, 10.160, 122.0
29.723475316, 10.160, 112.0
29.731830950, 10.160, 103.0
29.740186585, 10.160, 130.0
29.748542219, 10.160, 107.0
29.756897854, 10.160, 124.0
29.765253488, 10.160, 121.0
29.773609123, 10.160, 118.0
29.781964757, 10.160, 117.0
29.790320392, 10.160, 122.0
29.798676026, 10.160, 106.0
29.807031661, 10.160, 101.0
29.815387295, 10.160, 123.0
29.823742930, 10.160, 112.0
29.832098565, 10.160, 112.0
29.840454199, 10.160, 115.0
29.848809834, 10.160, 118.0
29.857165468, 10.160, 110.0
29.865521103, 10.160, 109.0
29.873876737, 10.160, 119.0
29.882232372, 10.160, 113.0
29.890588006, 10.160, 97.0
29.898943641, 10.160, 123.0
29.907299275, 10.160, 116.0
29.915654910, 10.160, 121.0
29.924010544, 10.160, 153.0
29.932366179, 10.160, 102.0
29.940721813, 10.160, 118.0
29.949077448, 10.160, 128.0
29.957433082, 10.160, 108.0
29.965788717, 10.160, 129.0
29.974144352, 10.160, 116.0
29.982499986, 10.160, 119.0
29.990855621, 10.160, 142.0
29.999211255, 10.160, 102.0
30.007566890, 10.160, 119.0
30.015922524, 10.160, 132.0
30.024278159, 10.160, 130.0
30.032633793, 10.160, 147.0
30.040989428, 10.160, 134.0
30.049345062, 10.160, 140.0
30.057700697, 10.160, 137.0
30.066056331, 10.160, 117.0
30.074411966, 10.160, 131.0
30.082767600, 10.160, 171.0
30.091123235, 10.160, 137.0
30.099478870, 10.160, 112.0
30.107834504, 10.160, 132.0
30.116190139, 10.160, 132.0
30.124545773, 10.160, 129.0
30.132901408, 10.160, 124.0
30.141257042, 10.160, 148.0
30.149612677, 10.160, 140.0
30.157968311, 10.160, 153.0
30.166323946, 10.160, 143.0
30.174679580, 10.160, 127.0
30.183035215, 10.160, 139.0
30.191390849, 10.160, 139.0
30.199746484, 10.160, 173.0
30.208102118, 10.160, 162.0
30.216457753, 10.160, 140.0
30.224813388, 10.160, 155.0
30.233169022, 10.160, 165.0
30.241524657, 10.160, 153.0
30.249880291, 10.160, 173.0
30.258235926, 10.160, 152.0
30.266591560, 10.160, 173.0
30.274947195, 10.160, 170.0
30.283302829, 10.160, 181.0
30.291658464, 10.160, 190.0
30.300014098, 10.160, 171.0
30.308369733, 10.160, 180.0
30.316725367, 10.160, 189.0
30.325081002, 10.160, 162.0
30.333436636, 10.160, 203.0
30.341792271, 10.160, 213.0
30.350147906, 10.160, 204.0
30.358503540, 10.160, 231.0
30.366859175, 10.160, 206.0
30.375214809, 10.160, 203.0
30.383570444, 10.160, 223.0
30.391926078, 10.160, 197.0
30.400281713, 10.160, 225.0
30.408637347, 10.160, 226.0
30.416992982, 10.160, 243.0
30.425348616, 10.160, 259.0
30.433704251, 10.160, 240.0
30.442059885, 10.160, 272.0
30.450415520, 10.160, 262.0
30.458771154, 10.160, 329.0
30.467126789, 10.160, 304.0
30.475482423, 10.160, 274.0
30.483838058, 10.160, 337.0
30.492193693, 10.160, 326.0
30.500549327, 10.160, 325.0
30.508904962, 10.160, 342.0
30.517260596, 10.160, 351.0
30.525616231, 10.160, 397.0
30.533971865, 10.160, 369.0
30.542327500, 10.160, 348.0
30.550683134, 10.160, 381.0
30.559038769, 10.160, 400.0
30.567394403, 10.160, 413.0
30.575750038, 10.160, 403.0
30.584105672, 10.160, 395.0
30.592461307, 10.160, 415.0
30.600816941, 10.160, 463.0
30.609172576, 10.160, 449.0
30.617528211, 10.160, 420.0
30.625883845, 10.160, 444.0
30.634239480, 10.160, 465.0
30.642595114, 10.160, 419.0
30.650950749, 10.160, 442.0
30.659306383, 10.160, 450.0
30.667662018, 10.160, 445.0
30.676017652, 10.160, 440.0
30.684373287, 10.160, 407.0
30.692728921, 10.160, 419.0
30.701084556, 10.160, 446.0
30.709440190, 10.160, 436.0
30.717795825, 10.160, 452.0
30.726151459, 10.160, 465.0
30.734507094, 10.160, 410.0
30.742862729, 10.160, 438.0
30.751218363, 10.160, 430.0
30.759573998, 10.160, 404.0
30.767929632, 10.160, 410.0
30.776285267, 10.160, 418.0
30.784640901, 10.160, 410.0
30.792996536, 10.160, 379.0
30.801352170, 10.160, 394.0
30.809707805, 10.160, 429.0
30.818063439, 10.160, 404.0
30.826419074, 10.160, 426.0
30.834774708, 10.160, 411.0
30.843130343, 10.160, 384.0
30.851485977, 10.160, 423.0
30.859841612, 10.160, 371.0
30.868197246, 10.160, 432.0
30.876552881, 10.160, 432.0
30.884908516, 10.160, 434.0
30.893264150, 10.160, 434.0
30.901619785, 10.160, 423.0
30.909975419, 10.160, 431.0
30.918331054, 10.160, 404.0
30.926686688, 10.160, 442.0
30.935042323, 10.160, 453.0
30.943397957, 10.160, 455.0
30.951753592, 10.160, 455.0
30.960109226, 10.160, 474.0
30.968464861, 10.160, 504.0
30.976820495, 10.160, 464.0
30.985176130, 10.160, 460.0
30.993531764, 10.160, 506.0
31.001887399, 10.160, 496.0
31.010243034, 10.160, 490.0
31.018598668, 10.160, 481.0
31.026954303, 10.160, 490.0
31.035309937, 10.160, 503.0
31.043665572, 10.160, 503.0
31.052021206, 10.160, 538.0
31.060376841, 10.160, 513.0
31.068732475, 10.160, 543.0
31.077088110, 10.160, 501.0
31.085443744, 10.160, 495.0
31.093799379, 10.160, 505.0
31.102155013, 10.160, 539.0
31.110510648, 10.160, 513.0
31.118866282, 10.160, 537.0
31.127221917, 10.160, 524.0
31.135577552, 10.160, 517.0
31.143933186, 10.160, 529.0
31.152288821, 10.160, 516.0
31.160644455, 10.160, 509.0
31.169000090, 10.160, 528.0
31.177355724, 10.160, 533.0
31.185711359, 10.160, 527.0
31.194066993, 10.160, 522.0
31.202422628, 10.160, 539.0
31.210778262, 10.160, 534.0
31.219133897, 10.160, 539.0
31.227489531, 10.160, 547.0
31.235845166, 10.160, 572.0
31.244200800, 10.160, 545.0
31.252556435, 10.160, 558.0
31.260912069, 10.160, 537.0
31.269267704, 10.160, 537.0
31.277623339, 10.160, 578.0
31.285978973, 10.160, 577.0
31.294334608, 10.160, 550.0
31.302690242, 10.160, 602.0
31.311045877, 10.160, 582.0
31.319401511, 10.160, 561.0
31.327757146, 10.160, 617.0
31.336112780, 10.160, 576.0
31.344468415, 10.160, 590.0
31.352824049, 10.160, 606.0
31.361179684, 10.160, 603.0
31.369535318, 10.160, 575.0
31.377890953, 10.160, 603.0
31.386246587, 10.160, 624.0
31.394602222, 10.160, 627.0
31.402957857, 10.160, 578.0
31.411313491, 10.160, 596.0
31.419669126, 10.160, 566.0
31.428024760, 10.160, 575.0
31.436380395, 10.160, 617.0
31.444736029, 10.160, 563.0
31.453091664, 10.160, 614.0
31.461447298, 10.160, 587.0
31.469802933, 10.160, 570.0
31.478158567, 10.160, 582.0
31.486514202, 10.160, 641.0
31.494869836, 10.160, 566.0
31.503225471, 10.160, 572.0
31.511581105, 10.160, 574.0
31.519936740, 10.160, 536.0
31.528292375, 10.160, 586.0
31.536648009, 10.160, 559.0
31.545003644, 10.160, 553.0
31.553359278, 10.160, 544.0
31.561714913, 10.160, 540.0
31.570070547, 10.160, 517.0
31.578426182, 10.160, 593.0
31.586781816, 10.160, 534.0
31.595137451, 10.160, 577.0
31.603493085, 10.160, 585.0
31.611848720, 10.160, 561.0
31.620204354, 10.160, 524.0
31.628559989, 10.160, 536.0
31.636915623, 10.160, 569.0
31.645271258, 10.160, 509.0
31.653626892, 10.160, 548.0
31.661982527, 10.160, 538.0
31.670338162, 10.160, 528.0
31.678693796, 10.160, 486.0
31.687049431, 10.160, 505.0
31.695405065, 10.160, 536.0
31.703760700, 10.160, 527.0
31.712116334, 10.160, 558.0
31.720471969, 10.160, 472.0
31.728827603, 10.160, 491.0
31.737183238, 10.160, 473.0
31.745538872, 10.160, 512.0
31.753894507, 10.160, 506.0
31.762250141, 10.160, 456.0
31.770605776, 10.160, 476.0
31.778961410, 10.160, 503.0
31.787317045, 10.160, 493.0
31.795672680, 10.160, 484.0
31.804028314, 10.160, 453.0
31.812383949, 10.160, 428.0
31.820739583, 10.160, 447.0
31.829095218, 10.160, 416.0
31.837450852, 10.160, 413.0
31.845806487, 10.160, 429.0
31.854162121, 10.160, 455.0
31.862517756, 10.160, 443.0
31.870873390, 10.160, 431.0
31.879229025, 10.160, 453.0
31.887584659, 10.160, 464.0
31.895940294, 10.160, 410.0
31.904295928, 10.160, 445.0
31.912651563, 10.160, 412.0
31.921007198, 10.160, 408.0
31.929362832, 10.160, 418.0
31.937718467, 10.160, 434.0
31.946074101, 10.160, 412.0
31.954429736, 10.160, 424.0
31.962785370, 10.160, 428.0
31.971141005, 10.160, 425.0
31.979496639, 10.160, 382.0
31.987852274, 10.160, 413.0
31.996207908, 10.160, 426.0
32.004563543, 10.160, 371.0
32.012919177, 10.160, 409.0
32.021274812, 10.160, 353.0
32.029630446, 10.160, 407.0
32.037986081, 10.160, 410.0
32.046341716, 10.160, 424.0
32.054697350, 10.160, 415.0
32.063052985, 10.160, 419.0
32.071408619, 10.160, 439.0
32.079764254, 10.160, 394.0
32.088119888, 10.160, 407.0
32.096475523, 10.160, 450.0
32.104831157, 10.160, 405.0
32.113186792, 10.160, 443.0
32.121542426, 10.160, 410.0
32.129898061, 10.160, 402.0
32.138253695, 10.160, 391.0
32.146609330, 10.160, 425.0
32.154964964, 10.160, 398.0
32.163320599, 10.160, 418.0
32.171676233, 10.160, 395.0
32.180031868, 10.160, 430.0
32.188387503, 10.160, 441.0
32.196743137, 10.160, 464.0
32.205098772, 10.160, 420.0
32.213454406, 10.160, 483.0
32.221810041, 10.160, 442.0
32.230165675, 10.160, 485.0
32.238521310, 10.160, 431.0
32.246876944, 10.160, 478.0
32.255232579, 10.160, 524.0
32.263588213, 10.160, 476.0
32.271943848, 10.160, 511.0
32.280299482, 10.160, 524.0
32.288655117, 10.160, 484.0
32.297010751, 10.160, 522.0
32.305366386, 10.160, 507.0
32.313722021, 10.160, 535.0
32.322077655, 10.160, 488.0
32.330433290, 10.160, 518.0
32.338788924, 10.160, 544.0
32.347144559, 10.160, 537.0
32.355500193, 10.160, 537.0
32.363855828, 10.160, 606.0
32.372211462, 10.160, 579.0
32.380567097, 10.160, 561.0
32.388922731, 10.160, 506.0
32.397278366, 10.160, 516.0
32.405634000, 10.160, 516.0
32.413989635, 10.160, 494.0
32.422345269, 10.160, 462.0
32.430700904, 10.160, 482.0
32.439056539, 10.160, 435.0
32.447412173, 10.160, 457.0
32.455767808, 10.160, 425.0
32.464123442, 10.160, 346.0
32.472479077, 10.160, 361.0
32.480834711, 10.160, 345.0
32.489190346, 10.160, 345.0
32.497545980, 10.160, 293.0
32.505901615, 10.160, 307.0
32.514257249, 10.160, 277.0
32.522612884, 10.160, 251.0
32.530968518, 10.160, 272.0
32.539324153, 10.160, 240.0
32.547679787, 10.160, 264.0
32.556035422, 10.160, 204.0
32.564391056, 10.160, 202.0
32.572746691, 10.160, 203.0
32.581102326, 10.160, 196.0
32.589457960, 10.160, 185.0
32.597813595, 10.160, 172.0
32.606169229, 10.160, 159.0
32.614524864, 10.160, 154.0
32.622880498, 10.160, 165.0
32.631236133, 10.160, 157.0
32.639591767, 10.160, 151.0
32.647947402, 10.160, 151.0
32.656303036, 10.160, 144.0
32.664658671, 10.160, 138.0
32.673014305, 10.160, 137.0
32.681369940, 10.160, 155.0
32.689725574, 10.160, 149.0
32.698081209, 10.160, 146.0
32.706436844, 10.160, 126.0
32.714792478, 10.160, 112.0
32.723148113, 10.160, 131.0
32.731503747, 10.160, 123.0
32.739859382, 10.160, 149.0
32.748215016, 10.160, 144.0
32.756570651, 10.160, 129.0
32.764926285, 10.160, 115.0
32.773281920, 10.160, 139.0
32.781637554, 10.160, 124.0
32.789993189, 10.160, 127.0
32.798348823, 10.160, 107.0
32.806704458, 10.160, 102.0
32.815060092, 10.160, 122.0
32.823415727, 10.160, 126.0
32.831771362, 10.160, 131.0
32.840126996, 10.160, 106.0
32.848482631, 10.160, 136.0
32.856838265, 10.160, 116.0
32.865193900, 10.160, 111.0
32.873549534, 10.160, 122.0
32.881905169, 10.160, 117.0
32.890260803, 10.160, 118.0
32.898616438, 10.160, 110.0
32.906972072, 10.160, 144.0
32.915327707, 10.160, 102.0
32.923683341, 10.160, 103.0
32.932038976, 10.160, 115.0
32.940394610, 10.160, 115.0
32.948750245, 10.160, 81.0
32.957105879, 10.160, 100.0
32.965461514, 10.160, 124.0
32.973817149, 10.160, 89.0
32.982172783, 10.160, 110.0
32.990528418, 10.160, 100.0
32.998884052, 10.160, 121.0
33.007239687, 10.160, 138.0
33.015595321, 10.160, 106.0
33.023950956, 10.160, 100.0
33.032306590, 10.160, 99.0
33.040662225, 10.160, 107.0
33.049017859, 10.160, 116.0
33.057373494, 10.160, 106.0
33.065729128, 10.160, 111.0
33.074084763, 10.160, 109.0
33.082440397, 10.160, 109.0
33.090796032, 10.160, 108.0
33.099151667, 10.160, 92.0
33.107507301, 10.160, 89.0
33.115862936, 10.160, 100.0
33.124218570, 10.160, 120.0
